order_id,parent_order_id,timestamp,symbol,action,quantity,order_type,limit_price,stop_price,entry_price,stop_loss,take_profit,confidence,atr,status,filled_quantity,avg_fill_price,commission,realized_pnl,created_at,updated_at,rationale,features,market_regime
76,,2025-11-07T21:08:07.008267,ES,SELL,2,MARKET,,,,,,,,Filled,2,6758.0,0.0,0.0,2025-11-07T21:08:07.008267,2025-11-07T21:08:07.222084,,,
107,,2025-11-24T19:52:18.726330,ES,BUY,5,LIMIT,6707.25,,6707.25,6708.25,6738.25,,,Filled,5,6716.0,0.0,0.0,2025-11-24T19:52:18.726330,2025-11-24T19:52:19.078923,,,
108,107,2025-11-24T19:52:18.730241,ES,SELL,5,LIMIT,6738.25,,,,,,,Submitted,0,,,,2025-11-24T19:52:18.730241,2025-11-24T19:52:19.083853,,,
109,107,2025-11-24T19:52:18.733293,ES,SELL,5,STOP_LIMIT,6708.25,6707.25,,,,,,PreSubmitted,0,,,,2025-11-24T19:52:18.733293,2025-11-24T19:52:19.082977,,,
110,109,2025-11-17T16:19:57.109945,ES,SELL,1,LIMIT,6739.5,,,,,,,Cancelled,0,,,,2025-11-17T16:19:57.109945,2025-11-17T16:19:58.897895,,,
111,109,2025-11-17T16:19:57.111546,ES,SELL,1,STOP,,6724.5,,,,,,Filled,1,6718.0,0.0,0.0,2025-11-17T16:19:57.111546,2025-11-17T16:19:58.876317,,,
115,,2025-11-24T19:40:12.414141,ES,SELL,5,LIMIT,6732.0,,6732.0,6731.0,6701.0,,,Filled,5,6720.5,0.0,0.0,2025-11-24T19:40:12.414141,2025-11-24T19:40:37.423822,,,
116,115,2025-11-24T19:40:12.417533,ES,BUY,5,LIMIT,6701.0,,,,,,,Submitted,0,,,,2025-11-24T19:40:12.417533,2025-11-24T19:40:37.429944,,,
117,115,2025-11-24T19:40:12.420391,ES,BUY,5,STOP_LIMIT,6731.0,6732.0,,,,,,PreSubmitted,0,,,,2025-11-24T19:40:12.420391,2025-11-24T19:40:37.425528,,,
118,116,2025-11-10T14:28:13.439724,ES,SELL,3,STOP,,6812.75,,,,,,Cancelled,0,,,,2025-11-10T14:28:13.439724,2025-11-10T14:28:13.696670,,,
119,,2025-11-17T16:20:14.355916,ES,BUY,1,MARKET,,,,6726.75,6741.75,,0.672442755287401,Filled,1,6716.25,0.0,0.0,2025-11-17T16:20:14.355916,2025-11-17T16:20:14.429275,,,
120,119,2025-11-17T16:20:14.358156,ES,SELL,1,LIMIT,6741.75,,,,,,,Cancelled,0,,,,2025-11-17T16:20:14.358156,2025-11-17T16:20:15.274806,,,
121,119,2025-11-17T16:20:14.360303,ES,SELL,1,STOP,,6726.75,,,,,,Filled,1,6716.25,0.0,0.0,2025-11-17T16:20:14.360303,2025-11-17T16:20:15.272228,,,
123,,2025-11-24T19:40:18.778195,ES,SELL,5,LIMIT,6731.25,,6731.25,6730.25,6700.25,,,Filled,5,6719.75,0.0,0.0,2025-11-24T19:40:18.778195,2025-11-24T19:40:27.549442,,,
124,123,2025-11-24T19:40:18.780202,ES,BUY,5,LIMIT,6700.25,,,,,,,Submitted,0,,,,2025-11-24T19:40:18.780202,2025-11-24T19:40:27.563651,,,
125,123,2025-11-24T19:40:18.781219,ES,BUY,5,STOP_LIMIT,6730.25,6731.25,,,,,,PreSubmitted,0,,,,2025-11-24T19:40:18.781219,2025-11-24T19:40:27.557729,,,
126,125,2025-11-17T16:20:20.117694,ES,SELL,1,LIMIT,6742.25,,,,,,,Cancelled,0,,,,2025-11-17T16:20:20.117694,2025-11-17T16:20:21.157648,,,
127,125,2025-11-17T16:20:20.119513,ES,SELL,1,STOP,,6727.25,,,,,,Filled,1,6715.75,0.0,0.0,2025-11-17T16:20:20.119513,2025-11-17T16:20:21.153819,,,
131,,2025-11-24T19:40:25.181190,ES,SELL,5,LIMIT,6731.25,,6731.25,6730.25,6700.25,,,Filled,5,6719.75,0.0,0.0,2025-11-24T19:40:25.181190,2025-11-24T19:40:27.562561,,,
132,131,2025-11-24T19:40:25.184606,ES,BUY,5,LIMIT,6700.25,,,,,,,PreSubmitted,0,,,,2025-11-24T19:40:25.184606,2025-11-24T19:40:37.426855,,,
133,131,2025-11-24T19:40:25.187866,ES,BUY,5,STOP_LIMIT,6730.25,6731.25,,,,,,PreSubmitted,0,,,,2025-11-24T19:40:25.187866,2025-11-24T19:40:27.569685,,,
134,132,2025-11-10T14:41:33.108224,ES,SELL,1,STOP,,6815.75,,,,,,Cancelled,0,,,,2025-11-10T14:41:33.108224,2025-11-10T14:41:33.375042,,,
150,,2025-11-07T17:59:02.517548,ES,BUY,3,MARKET,,,,,,,,Filled,3,6681.5,0.0,0.0,2025-11-07T17:59:02.517548,2025-11-07T17:59:02.640222,,,
154,,2025-11-10T14:29:49.683308,ES,BUY,2,MARKET,,,,6813.0,6820.5,,0.22418121972573,Inactive,0,,,,2025-11-10T14:29:49.683308,2025-11-10T14:29:49.949828,,,
155,154,2025-11-10T14:29:49.686720,ES,SELL,2,LIMIT,6820.5,,,,,,,Cancelled,0,,,,2025-11-10T14:29:49.686720,2025-11-10T14:29:49.946972,,,
156,154,2025-11-10T14:29:49.689396,ES,SELL,2,STOP,,6813.0,,,,,,Cancelled,0,,,,2025-11-10T14:29:49.689396,2025-11-10T14:29:49.950668,,,
157,,2025-11-17T16:21:39.005393,ES,SELL,1,MARKET,,,,6732.75,6717.75,,0.594267365140086,Filled,1,6718.0,0.0,0.0,2025-11-17T16:21:39.005393,2025-11-17T16:21:39.267429,,,
158,157,2025-11-17T16:21:39.008006,ES,BUY,1,LIMIT,6717.75,,,,,,,Filled,1,6717.75,0.0,0.0,2025-11-17T16:21:39.008006,2025-11-17T16:21:40.196920,,,
159,157,2025-11-17T16:21:39.008829,ES,BUY,1,STOP,,6732.75,,,,,,Cancelled,0,,,,2025-11-17T16:21:39.008829,2025-11-17T16:21:40.186111,,,
168,,2025-11-10T14:30:18.256448,ES,BUY,2,MARKET,,,,6814.0,6821.5,,0.2537682729213,Inactive,0,,,,2025-11-10T14:30:18.256448,2025-11-10T14:30:18.524668,,,
169,168,2025-11-10T14:30:18.262783,ES,SELL,2,LIMIT,6821.5,,,,,,,Cancelled,0,,,,2025-11-10T14:30:18.262783,2025-11-10T14:30:18.522182,,,
170,168,2025-11-10T14:30:18.266331,ES,SELL,2,STOP,,6814.0,,,,,,Cancelled,0,,,,2025-11-10T14:30:18.266331,2025-11-10T14:30:18.525438,,,
172,,2025-11-07T18:00:52.865070,ES,SELL,3,MARKET,,,,,,,,Filled,3,6686.25,0.0,0.0,2025-11-07T18:00:52.865070,2025-11-07T18:00:53.021584,,,
179,,2025-11-17T16:22:30.097681,ES,SELL,1,MARKET,,,,6731.25,6716.25,,0.659999566676477,Filled,1,6718.75,0.0,0.0,2025-11-17T16:22:30.097681,2025-11-17T16:22:30.366875,,,
180,179,2025-11-17T16:22:30.102009,ES,BUY,1,LIMIT,6716.25,,,,,,,Cancelled,0,,,,2025-11-17T16:22:30.102009,2025-11-17T16:27:05.267849,,,
181,179,2025-11-17T16:22:30.103800,ES,BUY,1,STOP,,6731.25,,,,,,Filled,1,6731.5,0.0,0.0,2025-11-17T16:22:30.103800,2025-11-17T16:27:05.263835,,,
185,,2025-11-10T14:49:34.480775,ES,BUY,1,MARKET,,,,6824.5,6839.5,,0.93004222973502,Filled,1,6830.25,0.0,0.0,2025-11-10T14:49:34.480775,2025-11-10T14:49:34.608625,,,
186,185,2025-11-10T14:49:34.489329,ES,SELL,1,LIMIT,6839.5,,,,,,,Cancelled,0,,,,2025-11-10T14:49:34.489329,2025-11-10T14:53:31.964324,,,
187,185,2025-11-10T14:49:34.492621,ES,SELL,1,STOP,,6824.5,,,,,,Filled,1,6824.5,0.0,0.0,2025-11-10T14:49:34.492621,2025-11-10T14:53:31.962610,,,
209,,2025-11-07T20:28:56.758733,ES,BUY,2,MARKET,,,,,,,,Filled,2,6733.25,0.0,0.0,2025-11-07T20:28:56.758733,2025-11-07T20:28:56.894489,,,
210,,2025-11-17T19:41:08.389733,ES,SELL,1,LIMIT,6690.75,,6690.75,6696.0,6681.0,,0.888659618778442,Cancelled,0,,,,2025-11-17T19:41:08.389733,2025-11-17T19:57:03.274916,,,
211,210,2025-11-17T19:41:08.396468,ES,BUY,1,LIMIT,6681.0,,,,,,,Cancelled,0,,,,2025-11-17T19:41:08.396468,2025-11-17T19:57:03.275978,,,
212,210,2025-11-17T19:41:08.398753,ES,BUY,1,STOP,,6696.0,,,,,,Cancelled,0,,,,2025-11-17T19:41:08.398753,2025-11-17T19:57:03.276752,,,
214,,2025-11-25T15:38:14.728337,ES,SELL,10,LIMIT,6708.5,,6708.5,,,,,Filled,10,6724.25,0.0,0.0,2025-11-25T15:38:14.728337,2025-11-25T15:38:15.136517,,,
216,,2025-11-26T19:51:14.792341,ES,BUY,5,LIMIT,6834.75,,6834.75,6834.09085659792,6836.06828680417,,,Placed,0,,,,2025-11-26T19:51:14.792341,2025-11-26T19:51:14.792341,"{""buckets"": {""volatility"": ""LOW"", ""time_of_day"": ""CLOSE"", ""signal_type"": ""BUY""}, ""stats"": {""count"": 0, ""avg_pnl"": 0, ""win_rate"": 0, ""avg_hold_seconds"": 0}, ""similar_trades_count"": 0}","{""confidence"": 0.8077330952595693, ""atr"": 0.3295717010421618, ""volatility"": 0.0, ""rsi"": 29.226690474043068, ""macd"": 0.0, ""close"": 6834.75, ""volume"": 0}",trending_down
217,216,2025-11-26T19:51:14.797526,ES,SELL,5,LIMIT,6836.06828680417,,,,,,,Placed,0,,,,2025-11-26T19:51:14.797526,2025-11-26T19:51:14.797526,,,
218,216,2025-11-26T19:51:14.800134,ES,SELL,5,STOP_LIMIT,6834.09085659792,6833.09085659792,,,,,,Placed,0,,,,2025-11-26T19:51:14.800134,2025-11-26T19:51:14.800134,,,
220,,2025-11-10T13:59:35.619967,ES,BUY,2,MARKET,,,,6811.5,6819.0,,0.291436072210574,Inactive,0,,,,2025-11-10T13:59:35.619967,2025-11-10T13:59:35.711191,,,
221,220,2025-11-10T13:59:35.633481,ES,SELL,2,LIMIT,6819.0,,,,,,,Cancelled,0,,,,2025-11-10T13:59:35.633481,2025-11-10T13:59:35.713688,,,
222,220,2025-11-10T13:59:35.636296,ES,SELL,2,STOP,,6811.5,,,,,,Cancelled,0,,,,2025-11-10T13:59:35.636296,2025-11-10T13:59:35.714810,,,
224,,2025-11-20T19:24:12.926762,ES,SELL,1,LIMIT,6594.75,,6594.75,6593.75,6563.75,,,Filled,1,6593.5,0.0,0.0,2025-11-20T19:24:12.926762,2025-11-20T19:24:13.231617,,,
225,224,2025-11-20T19:24:12.929357,ES,BUY,1,LIMIT,6563.75,,,,,,,Submitted,0,,,,2025-11-20T19:24:12.929357,2025-11-20T19:24:13.237127,,,
226,224,2025-11-20T19:24:12.932803,ES,BUY,1,STOP_LIMIT,6593.75,6594.75,,,,,,PreSubmitted,0,,,,2025-11-20T19:24:12.932803,2025-11-20T19:24:13.234734,,,
227,,2025-11-10T14:55:01.648581,ES,BUY,2,MARKET,,,,,,,,Filled,2,6828.0,0.0,0.0,2025-11-10T14:55:01.648581,2025-11-10T14:55:01.717802,,,
242,,2025-11-10T14:33:36.063467,ES,BUY,2,MARKET,,,,6815.75,6823.25,,0.336560915128124,Inactive,0,,,,2025-11-10T14:33:36.063467,2025-11-10T14:33:36.239134,,,
243,242,2025-11-10T14:33:36.068592,ES,SELL,2,LIMIT,6823.25,,,,,,,Cancelled,0,,,,2025-11-10T14:33:36.068592,2025-11-10T14:33:36.235148,,,
244,242,2025-11-10T14:33:36.070425,ES,SELL,2,STOP,,6815.75,,,,,,Cancelled,0,,,,2025-11-10T14:33:36.070425,2025-11-10T14:33:36.239948,,,
278,,2025-11-10T14:35:06.186094,ES,BUY,2,MARKET,,,,6817.0,6824.5,,0.411310355344549,Inactive,0,,,,2025-11-10T14:35:06.186094,2025-11-10T14:35:06.458350,,,
279,278,2025-11-10T14:35:06.190871,ES,SELL,2,LIMIT,6824.5,,,,,,,Cancelled,0,,,,2025-11-10T14:35:06.190871,2025-11-10T14:35:06.452873,,,
280,278,2025-11-10T14:35:06.192801,ES,SELL,2,STOP,,6817.0,,,,,,Cancelled,0,,,,2025-11-10T14:35:06.192801,2025-11-10T14:35:06.460870,,,
284,,2025-11-10T14:35:12.128335,ES,BUY,2,MARKET,,,,6817.25,6824.75,,0.399788187105653,Inactive,0,,,,2025-11-10T14:35:12.128335,2025-11-10T14:35:12.389243,,,
285,284,2025-11-10T14:35:12.130520,ES,SELL,2,LIMIT,6824.75,,,,,,,Cancelled,0,,,,2025-11-10T14:35:12.130520,2025-11-10T14:35:12.390806,,,
286,284,2025-11-10T14:35:12.131928,ES,SELL,2,STOP,,6817.25,,,,,,Cancelled,0,,,,2025-11-10T14:35:12.131928,2025-11-10T14:35:12.391867,,,
298,,2025-11-10T14:35:40.542024,ES,BUY,2,MARKET,,,,6817.5,6825.0,,0.407533980177566,Inactive,0,,,,2025-11-10T14:35:40.542024,2025-11-10T14:35:40.690465,,,
299,298,2025-11-10T14:35:40.545047,ES,SELL,2,LIMIT,6825.0,,,,,,,Cancelled,0,,,,2025-11-10T14:35:40.545047,2025-11-10T14:35:40.683894,,,
300,298,2025-11-10T14:35:40.546924,ES,SELL,2,STOP,,6817.5,,,,,,Cancelled,0,,,,2025-11-10T14:35:40.546924,2025-11-10T14:35:40.686166,,,
301,,2025-11-17T16:28:01.429952,ES,BUY,1,MARKET,,,,,,,,Filled,1,6734.0,0.0,0.0,2025-11-17T16:28:01.429952,2025-11-17T16:28:01.516293,,,
325,,2025-11-24T21:15:04.685880,ES,BUY,5,LIMIT,6711.0,,6711.0,6712.0,6742.0,,,Filled,5,6723.5,0.0,0.0,2025-11-24T21:15:04.685880,2025-11-24T21:16:24.474307,,,
326,325,2025-11-24T21:15:04.690843,ES,SELL,5,LIMIT,6742.0,,,,,,,Cancelled,0,,,,2025-11-24T21:15:04.690843,2025-11-24T21:38:41.746176,,,
327,325,2025-11-24T21:15:04.694528,ES,SELL,5,STOP_LIMIT,6712.0,6711.0,,,,,,Cancelled,0,,,,2025-11-24T21:15:04.694528,2025-11-24T21:38:41.704285,,,
334,,2025-11-10T14:37:10.636415,ES,SELL,2,MARKET,,,,6820.5,6813.0,,0.345795097302345,Inactive,0,,,,2025-11-10T14:37:10.636415,2025-11-10T14:37:10.905810,,,
335,334,2025-11-10T14:37:10.640200,ES,BUY,2,LIMIT,6813.0,,,,,,,Cancelled,0,,,,2025-11-10T14:37:10.640200,2025-11-10T14:37:10.898516,,,
336,334,2025-11-10T14:37:10.642186,ES,BUY,2,STOP,,6820.5,,,,,,Cancelled,0,,,,2025-11-10T14:37:10.642186,2025-11-10T14:37:10.908002,,,
340,,2025-11-10T14:37:16.636696,ES,SELL,2,MARKET,,,,6820.0,6812.5,,0.356809733209321,Inactive,0,,,,2025-11-10T14:37:16.636696,2025-11-10T14:37:16.894597,,,
341,,2025-11-17T16:29:48.343361,ES,SELL,1,MARKET,,,,,,,,Filled,1,6742.25,0.0,0.0,2025-11-17T16:29:48.343361,2025-11-17T16:29:48.424849,,,
342,340,2025-11-10T14:37:16.639687,ES,BUY,2,STOP,,6820.0,,,,,,Cancelled,0,,,,2025-11-10T14:37:16.639687,2025-11-10T14:37:16.897960,,,
349,,2025-11-17T16:30:05.361515,ES,SELL,1,MARKET,,,,,,,,Filled,1,6742.0,0.0,0.0,2025-11-17T16:30:05.361515,2025-11-17T16:30:05.431720,,,
354,,2025-11-10T14:37:45.058052,ES,SELL,2,MARKET,,,,6819.25,6811.75,,0.390839208128474,Inactive,0,,,,2025-11-10T14:37:45.058052,2025-11-10T14:37:45.423684,,,
355,354,2025-11-10T14:37:45.059435,ES,BUY,2,LIMIT,6811.75,,,,,,,Cancelled,0,,,,2025-11-10T14:37:45.059435,2025-11-10T14:37:45.417233,,,
356,354,2025-11-10T14:37:45.060196,ES,BUY,2,STOP,,6819.25,,,,,,Cancelled,0,,,,2025-11-10T14:37:45.060196,2025-11-10T14:37:45.426985,,,
360,,2025-11-10T14:37:50.998404,ES,SELL,2,MARKET,,,,6819.0,6811.5,,0.380779264690726,Inactive,0,,,,2025-11-10T14:37:50.998404,2025-11-10T14:37:51.076189,,,
361,360,2025-11-10T14:37:51.000353,ES,BUY,2,LIMIT,6811.5,,,,,,,Cancelled,0,,,,2025-11-10T14:37:51.000353,2025-11-10T14:37:51.077824,,,
362,360,2025-11-10T14:37:51.001815,ES,BUY,2,STOP,,6819.0,,,,,,Cancelled,0,,,,2025-11-10T14:37:51.001815,2025-11-10T14:37:51.079603,,,
368,,2025-11-10T14:38:02.349485,ES,SELL,2,MARKET,,,,6818.5,6811.0,,0.432916814962922,Inactive,0,,,,2025-11-10T14:38:02.349485,2025-11-10T14:38:02.616943,,,
369,368,2025-11-10T14:38:02.352063,ES,BUY,2,LIMIT,6811.0,,,,,,,Cancelled,0,,,,2025-11-10T14:38:02.352063,2025-11-10T14:38:02.612081,,,
370,,2025-11-17T18:27:11.565898,ES,BUY,3,LIMIT,6728.25,,6728.25,6725.5,6733.0,,0.685139764365396,Filled,3,6724.75,0.0,0.0,2025-11-17T18:27:11.565898,2025-11-17T18:27:11.707055,,,
371,370,2025-11-17T18:27:11.577274,ES,SELL,3,LIMIT,6733.0,,,,,,,Cancelled,0,,,,2025-11-17T18:27:11.577274,2025-11-17T18:27:12.476779,,,
372,370,2025-11-17T18:27:11.579555,ES,SELL,3,STOP,,6725.5,,,,,,Filled,3,6720.5,0.0,0.0,2025-11-17T18:27:11.579555,2025-11-17T18:27:12.474875,,,
384,,2025-11-10T14:16:09.605572,ES,BUY,2,MARKET,,,,6813.5,6821.0,,0.256667187811795,Inactive,0,,,,2025-11-10T14:16:09.605572,2025-11-10T14:16:09.793937,,,
385,384,2025-11-10T14:16:09.618288,ES,SELL,2,LIMIT,6821.0,,,,,,,Cancelled,0,,,,2025-11-10T14:16:09.618288,2025-11-10T14:16:09.789425,,,
386,384,2025-11-10T14:16:09.619822,ES,SELL,2,STOP,,6813.5,,,,,,Cancelled,0,,,,2025-11-10T14:16:09.619822,2025-11-10T14:16:09.795262,,,
390,,2025-11-10T14:16:21.504298,ES,SELL,3,MARKET,,,,6818.0,6810.5,,0.274048102968095,Inactive,0,,,,2025-11-10T14:16:21.504298,2025-11-10T14:16:21.764613,,,
391,390,2025-11-10T14:16:21.505838,ES,BUY,3,LIMIT,6810.5,,,,,,,Cancelled,0,,,,2025-11-10T14:16:21.505838,2025-11-10T14:16:21.766440,,,
392,390,2025-11-10T14:16:21.506987,ES,BUY,3,STOP,,6818.0,,,,,,Cancelled,0,,,,2025-11-10T14:16:21.506987,2025-11-10T14:16:21.768159,,,
404,,2025-11-10T14:17:22.484046,ES,BUY,2,MARKET,,,,6812.0,6819.5,,0.338343291291078,Inactive,0,,,,2025-11-10T14:17:22.484046,2025-11-10T14:17:22.558462,,,
405,,2025-11-17T16:32:37.168088,ES,BUY,1,MARKET,,,,,,,,Filled,1,6749.75,0.0,0.0,2025-11-17T16:32:37.168088,2025-11-17T16:32:37.244136,,,
406,404,2025-11-10T14:17:22.489205,ES,SELL,2,STOP,,6812.0,,,,,,Cancelled,0,,,,2025-11-10T14:17:22.489205,2025-11-10T14:17:22.560853,,,
408,,2025-11-20T16:03:04.495103,ES,SELL,2,LIMIT,6773.0,,6773.0,,,,,Cancelled,0,,,,2025-11-20T16:03:04.495103,2025-11-20T16:04:27.528021,,,
411,,2025-11-19T19:04:42.117596,ES,BUY,1,LIMIT,6653.75,,6653.75,6654.25,6669.25,,0.783216306282039,Filled,1,6654.0,0.0,0.0,2025-11-19T19:04:42.117596,2025-11-19T19:04:42.458729,,,
412,411,2025-11-19T19:04:42.130510,ES,SELL,1,LIMIT,6669.25,,,,,,,Cancelled,0,,,,2025-11-19T19:04:42.130510,2025-11-19T19:05:31.950812,,,
416,,2025-11-20T16:03:16.810293,ES,SELL,2,LIMIT,6772.25,,6772.25,,,,,Cancelled,0,,,,2025-11-20T16:03:16.810293,2025-11-20T16:05:25.112818,,,
417,416,2025-11-19T16:24:00.709963,ES,SELL,2,LIMIT,6668.25,,,,,,,Cancelled,0,,,,2025-11-19T16:24:00.709963,2025-11-19T16:24:33.507086,,,
418,,2025-11-10T16:00:53.024870,ES,BUY,2,MARKET,,,,,,,,Filled,2,6653.25,0.0,0.0,2025-11-10T16:00:53.024870,2025-11-19T16:24:33.478055,,,
419,,2025-11-19T19:04:48.443814,ES,SELL,1,LIMIT,6659.0,,6659.0,,,,,Cancelled,0,,,,2025-11-19T19:04:48.443814,2025-11-19T19:06:03.430966,,,
422,,2025-11-20T16:03:23.245745,ES,SELL,2,LIMIT,6772.75,,6772.75,,,,,Cancelled,0,,,,2025-11-20T16:03:23.245745,2025-11-20T16:04:46.644502,,,
423,422,2025-11-10T14:40:12.400214,ES,BUY,2,LIMIT,6809.25,,,,,,,Cancelled,0,,,,2025-11-10T14:40:12.400214,2025-11-10T14:40:12.751265,,,
424,,2025-11-19T16:24:06.943641,ES,SELL,2,LIMIT,6656.75,,6656.75,,,,,Filled,2,6656.75,0.0,0.0,2025-11-19T16:24:06.943641,2025-11-19T16:24:07.761707,,,
425,,2025-11-19T19:04:54.767742,ES,SELL,1,LIMIT,6658.5,,6658.5,,,,,Cancelled,0,,,,2025-11-19T19:04:54.767742,2025-11-19T19:06:03.495188,,,
428,,2025-11-20T16:03:29.627562,ES,SELL,2,LIMIT,6772.5,,6772.5,,,,,Cancelled,0,,,,2025-11-20T16:03:29.627562,2025-11-20T16:05:05.555149,,,
430,,2025-11-19T16:24:13.230952,ES,SELL,2,LIMIT,6656.25,,6656.25,,,,,Filled,2,6656.25,0.0,0.0,2025-11-19T16:24:13.230952,2025-11-19T16:27:43.423149,,,
431,,2025-11-19T19:05:01.075390,ES,SELL,1,LIMIT,6658.25,,6658.25,,,,,Cancelled,0,,,,2025-11-19T19:05:01.075390,2025-11-19T19:06:03.596768,,,
