timestamp,signal_type,direction,entry_price,stop_loss,take_profit,confidence,adx,rsi,atr_current,atr_5ago,daily_bias,quarter,outcome,pnl_dollars,strategy_a,strategy_b,strategy_c
2025-01-19 21:30:00-06:00,EMA21_PB_LONG,LONG,6028.75,6022.75,6036.75,0.7,20.4906666469434,50.20193826885223,4.170281463242227,4.904445970397468,NEUTRAL,2025-Q1,TIMEOUT,17.5,False,False,True
2025-01-20 23:45:00-06:00,EMA21_PB_SHORT,SHORT,6039.0,6045.0,6031.0,0.7,30.26147684812278,44.04409888794403,7.238973368576421,8.74572066530003,NEUTRAL,2025-Q1,TIMEOUT,-15.0,False,False,False
2025-01-21 00:30:00-06:00,EMA21_PB_SHORT,SHORT,6037.25,6043.25,6029.25,0.7,31.25139611821006,43.00558361409238,6.693886476225364,7.54194544521289,NEUTRAL,2025-Q1,SL_HIT,-30.0,False,False,False
2025-01-21 02:30:00-06:00,EMA21_PB_LONG,LONG,6051.5,6045.5,6059.5,0.7,25.57217026942388,59.042433134497294,6.3277173362461,6.267572371817465,NEUTRAL,2025-Q1,TP_HIT,40.0,False,False,True
2025-01-22 20:00:00-06:00,EMA21_PB_SHORT,SHORT,6112.25,6118.25,6104.25,0.7,25.570806462740357,36.694534701664224,3.4689892266199496,3.8264420870246614,NEUTRAL,2025-Q1,TIMEOUT,-10.0,False,False,False
2025-01-22 20:45:00-06:00,EMA21_PB_SHORT,SHORT,6113.75,6119.75,6105.75,0.7,27.25757789905501,40.57774889739164,3.104726432537912,3.4610762628255034,NEUTRAL,2025-Q1,TIMEOUT,-12.5,False,False,False
2025-01-24 06:15:00-06:00,EMA21_PB_LONG,LONG,6149.0,6143.0,6157.0,0.7,24.8415136036439,60.168603157104876,2.964116348923109,2.8777209945870834,NEUTRAL,2025-Q1,SL_HIT,-30.0,False,False,True
2025-01-24 06:45:00-06:00,EMA21_PB_LONG,LONG,6146.0,6140.0,6154.0,0.7,21.985708228263643,52.21184624948357,3.0341105253469665,2.8805349392102912,NEUTRAL,2025-Q1,TIMEOUT,30.0,False,False,True
2025-01-24 08:00:00-06:00,EMA21_PB_LONG,LONG,6146.0,6140.0,6154.0,0.7,21.55256651144158,53.03996247473265,3.30832344649486,3.0341105253469665,NEUTRAL,2025-Q1,TP_HIT,40.0,False,False,True
2025-01-24 08:15:00-06:00,EMA21_PB_LONG,LONG,6152.0,6146.0,6160.0,0.7,21.427438729304026,62.8891756338603,3.5541574860309413,3.1923883449650403,NEUTRAL,2025-Q1,TP_HIT,40.0,False,False,True
2025-01-30 07:15:00-06:00,EMA21_PB_SHORT,SHORT,6084.75,6090.75,6076.75,0.7,22.87827598439658,45.46227747153673,5.49005831652225,4.930794881738309,NEUTRAL,2025-Q1,SL_HIT,-30.0,False,False,False
2025-01-30 07:30:00-06:00,EMA21_PB_SHORT,SHORT,6081.25,6087.25,6073.25,0.7,23.77884931298543,41.28118482753043,5.883625579627803,5.150023818757001,NEUTRAL,2025-Q1,SL_HIT,-30.0,False,False,False
2025-01-30 08:00:00-06:00,EMA21_PB_SHORT,SHORT,6086.75,6092.75,6078.75,0.7,24.112948731160344,49.03197940864281,6.366493484474994,5.3908368641323126,NEUTRAL,2025-Q1,SL_HIT,-30.0,False,False,False
2025-01-30 08:30:00-06:00,EMA21_PB_LONG,LONG,6094.25,6088.25,6102.25,0.7,24.327940467168773,57.15593579968625,7.1999357085524185,5.49005831652225,NEUTRAL,2025-Q1,TP_HIT,40.0,False,False,True
2025-01-30 08:45:00-06:00,EMA21_PB_LONG,LONG,6099.25,6093.25,6107.25,0.7,23.885181335013613,61.66126937923549,7.882083157941532,5.883625579627803,NEUTRAL,2025-Q1,SL_HIT,-30.0,False,False,True
2025-01-30 09:15:00-06:00,EMA21_PB_SHORT,SHORT,6075.75,6081.75,6067.75,0.7,22.74252270653535,39.74509097090646,9.249092110674075,6.366493484474994,NEUTRAL,2025-Q1,SL_HIT,-30.0,False,False,False
2025-02-06 07:15:00-06:00,EMA21_PB_LONG,LONG,6099.0,6093.0,6107.0,0.7,22.119279353042703,57.38455381490705,4.215821093292816,3.826546053060832,NEUTRAL,2025-Q1,TIMEOUT,-15.0,False,False,True
2025-02-06 17:00:00-06:00,EMA21_PB_LONG,LONG,6098.25,6092.25,6106.25,0.7,20.07617701765844,53.23111997699811,9.287830557138456,7.9417176773126155,NEUTRAL,2025-Q1,TIMEOUT,10.0,False,False,True
2025-02-06 17:15:00-06:00,EMA21_PB_LONG,LONG,6100.25,6094.25,6108.25,0.7,20.499092743442436,54.87494923312125,8.856556945914281,9.695880700361714,NEUTRAL,2025-Q1,TIMEOUT,15.0,False,False,True
2025-02-06 17:45:00-06:00,EMA21_PB_LONG,LONG,6100.25,6094.25,6108.25,0.7,21.170608976015846,54.81667933388086,7.929888387038335,9.182927746740457,NEUTRAL,2025-Q1,TIMEOUT,13.75,False,False,True
2025-02-10 19:45:00-06:00,EMA21_PB_SHORT,SHORT,6076.0,6082.0,6068.0,0.7,26.127448148182086,41.500071053887886,4.217183824469402,4.84816014094376,NEUTRAL,2025-Q1,TIMEOUT,18.75,False,False,False
2025-02-12 03:45:00-06:00,EMA21_PB_SHORT,SHORT,6082.5,6088.5,6074.5,0.7,21.35237362478008,38.722180688502874,3.1351713870390108,2.3663028014610266,NEUTRAL,2025-Q1,TIMEOUT,-11.25,False,False,False
2025-02-12 04:00:00-06:00,EMA21_PB_SHORT,SHORT,6081.25,6087.25,6073.25,0.7,22.748597048176812,36.36944210049696,3.1255162879647957,2.3937097442138104,NEUTRAL,2025-Q1,SL_HIT,-30.0,False,False,False
2025-02-12 04:30:00-06:00,EMA21_PB_SHORT,SHORT,6083.0,6089.0,6075.0,0.7,23.010957248738595,42.546161660764454,3.1720012891125027,3.1404946263884383,NEUTRAL,2025-Q1,TIMEOUT,-20.0,False,False,False
2025-02-14 08:30:00-06:00,EMA21_PB_LONG,LONG,6139.0,6133.0,6147.0,0.7,25.14153169849852,64.58046136351214,4.092863524168689,3.4322091502465732,NEUTRAL,2025-Q1,SL_HIT,-30.0,False,False,True
2025-02-14 08:45:00-06:00,EMA21_PB_LONG,LONG,6140.0,6134.0,6148.0,0.7,26.09322008861056,66.04877904166997,4.050516129585212,3.758479925228961,NEUTRAL,2025-Q1,SL_HIT,-30.0,False,False,True
2025-02-19 22:30:00-06:00,EMA21_PB_SHORT,SHORT,6145.5,6151.5,6137.5,0.7,21.807371200477274,41.186523603905094,3.2866131261815887,3.7686912168435347,NEUTRAL,2025-Q1,TIMEOUT,5.0,False,False,False
2025-02-19 22:45:00-06:00,EMA21_PB_SHORT,SHORT,6145.0,6151.0,6137.0,0.7,23.14685193564191,40.365708573927655,3.141140760025761,3.5887847013547107,NEUTRAL,2025-Q1,TIMEOUT,11.25,False,False,False
2025-02-20 04:15:00-06:00,EMA21_PB_LONG,LONG,6153.5,6147.5,6161.5,0.7,24.122847730180784,65.49328015624721,2.6328856022049933,2.7162808512961414,NEUTRAL,2025-Q1,SL_HIT,-30.0,False,False,True
2025-02-28 06:00:00-06:00,EMA21_PB_SHORT,SHORT,5888.0,5894.0,5880.0,0.7,21.805771320763693,46.52914951610339,6.095133821210257,6.176327731087268,NEUTRAL,2025-Q1,SL_HIT,-30.0,False,False,False
2025-02-28 06:30:00-06:00,EMA21_PB_SHORT,SHORT,5887.0,5893.0,5879.0,0.7,21.504166710523872,45.62658104575871,6.238916407063947,5.774486666090553,NEUTRAL,2025-Q1,SL_HIT,-30.0,False,False,False
2025-02-28 07:00:00-06:00,EMA21_PB_SHORT,SHORT,5888.0,5894.0,5880.0,0.7,21.191269597494887,47.18465988186302,6.13712690200922,5.6601441151495075,NEUTRAL,2025-Q1,SL_HIT,-30.0,False,False,False
2025-03-04 15:30:00-06:00,EMA21_PB_SHORT,SHORT,5819.5,5825.5,5811.5,0.7,25.711177518716237,50.08823874783513,25.668521613470997,20.246358585385185,NEUTRAL,2025-Q1,SL_HIT,-30.0,False,False,False
2025-03-05 00:15:00-06:00,EMA21_PB_SHORT,SHORT,5819.75,5825.75,5811.75,0.7,20.72387896426201,47.0474295102539,9.978356395505664,11.379943333314761,NEUTRAL,2025-Q1,SL_HIT,-30.0,False,False,False
2025-03-05 01:00:00-06:00,EMA21_PB_SHORT,SHORT,5824.25,5830.25,5816.25,0.7,20.744061951848785,49.94117083561303,9.576420918704791,10.39649617466929,NEUTRAL,2025-Q1,SL_HIT,-30.0,False,False,False
2025-03-12 11:45:00-05:00,EMA21_PB_LONG,LONG,5604.5,5598.5,5612.5,0.7,22.970234753376253,49.91335278995143,18.680452711240044,17.746900154244663,NEUTRAL,2025-Q1,TP_HIT,40.0,False,False,True
2025-03-12 12:00:00-05:00,EMA21_PB_LONG,LONG,5619.0,5613.0,5627.0,0.7,21.665750634291012,55.92981674899536,18.738991803294326,17.729264428941473,BULLISH,2025-Q1,SL_HIT,-30.0,False,False,True
2025-03-13 07:00:00-05:00,EMA21_PB_SHORT,SHORT,5576.5,5582.5,5568.5,0.7,25.054287179932434,40.57732905215189,10.745959341513386,9.228138793055875,BEARISH,2025-Q1,SL_HIT,-30.0,False,False,False
2025-03-13 08:30:00-05:00,EMA21_PB_SHORT,SHORT,5583.5,5589.5,5575.5,0.7,20.420667163808297,45.35936616038146,11.33605590215,10.71053367426243,NEUTRAL,2025-Q1,TP_HIT,40.0,False,False,False
2025-03-18 01:45:00-05:00,EMA21_PB_LONG,LONG,5719.5,5713.5,5727.5,0.7,21.071701767186585,53.70453520313165,4.025411723603642,4.239764242351471,NEUTRAL,2025-Q1,TP_HIT,40.0,False,False,True
2025-03-20 11:45:00-05:00,EMA21_PB_SHORT,SHORT,5717.5,5723.5,5709.5,0.7,27.053937720090197,42.57996065326367,13.734089031317975,12.723126881410526,BEARISH,2025-Q1,SL_HIT,-30.0,False,False,False
2025-03-27 02:15:00-05:00,EMA21_PB_SHORT,SHORT,5761.5,5767.5,5753.5,0.7,22.254332398948808,46.66535807875808,4.727323905666498,4.542763403137626,NEUTRAL,2025-Q1,TP_HIT,40.0,False,False,False
2025-03-27 02:30:00-05:00,EMA21_PB_SHORT,SHORT,5758.0,5764.0,5750.0,0.7,22.068501653674442,42.237238229475196,4.8718007695474626,4.5397088743420815,NEUTRAL,2025-Q1,TP_HIT,40.0,False,False,False
2025-04-09 06:00:00-05:00,EMA21_PB_SHORT,SHORT,4956.75,4962.75,4948.75,0.7,21.17781305202944,42.7495650646705,36.9848551628272,33.14139101219892,BEARISH,2025-Q2,SL_HIT,-30.0,False,False,False
2025-04-16 07:30:00-05:00,EMA21_PB_SHORT,SHORT,5379.25,5385.25,5371.25,0.7,28.599979681750394,47.70485094119856,12.302226328177222,12.952774016007801,NEUTRAL,2025-Q2,TP_HIT,40.0,False,False,False
2025-04-16 07:45:00-05:00,EMA21_PB_SHORT,SHORT,5376.0,5382.0,5368.0,0.7,26.825678791134322,45.72163441961351,11.959210161878849,12.759718729150102,NEUTRAL,2025-Q2,TP_HIT,40.0,False,False,False
2025-05-06 12:15:00-05:00,EMA21_PB_SHORT,SHORT,5634.25,5640.25,5626.25,0.7,29.227627435325367,47.977674289705405,13.77802146572935,12.732678415118034,NEUTRAL,2025-Q2,TP_HIT,40.0,False,False,False
2025-05-06 14:45:00-05:00,EMA21_PB_SHORT,SHORT,5625.5,5631.5,5617.5,0.7,25.34918477998962,44.04194013652068,13.453053374382067,13.204332502965743,BEARISH,2025-Q2,TP_HIT,40.0,False,False,False
2025-05-16 11:00:00-05:00,EMA21_PB_LONG,LONG,5950.75,5944.75,5958.75,0.7,25.964841692664557,55.94949897537073,8.073316652539715,8.10631551183437,NEUTRAL,2025-Q2,TP_HIT,40.0,False,False,True
2025-05-20 00:15:00-05:00,EMA21_PB_LONG,LONG,5972.25,5966.25,5980.25,0.7,23.038189894143887,53.207728807032254,4.503188853068645,5.0702721077768516,NEUTRAL,2025-Q2,SL_HIT,-30.0,False,False,True
2025-05-20 02:15:00-05:00,EMA21_PB_LONG,LONG,5969.5,5963.5,5977.5,0.7,24.393061044997562,53.7276860025126,5.322043296926881,5.051660317125296,NEUTRAL,2025-Q2,SL_HIT,-30.0,False,False,True
2025-05-28 04:00:00-05:00,EMA21_PB_SHORT,SHORT,5922.25,5928.25,5914.25,0.7,26.916734199954703,39.21956063618208,3.7926439903928983,3.75631229645878,NEUTRAL,2025-Q2,SL_HIT,-30.0,False,False,False
2025-05-28 05:30:00-05:00,EMA21_PB_LONG,LONG,5938.0,5932.0,5946.0,0.7,27.37473223762392,65.73818421483395,4.385766220737155,3.91459799107912,NEUTRAL,2025-Q2,TIMEOUT,16.25,False,False,True
2025-06-03 01:45:00-05:00,EMA21_PB_LONG,LONG,5926.5,5920.5,5934.5,0.7,30.509757816356974,49.16864273190488,4.082485569711296,4.124046828365758,NEUTRAL,2025-Q2,SL_HIT,-30.0,False,False,True
2025-06-03 02:15:00-05:00,EMA21_PB_SHORT,SHORT,5913.5,5919.5,5905.5,0.7,30.853938537840058,32.275265911431205,4.911683986128618,4.219203642825578,NEUTRAL,2025-Q2,SL_HIT,-30.0,False,False,False
2025-06-03 06:15:00-05:00,EMA21_PB_LONG,LONG,5934.5,5928.5,5942.5,0.7,26.783005098171614,64.23965213440101,5.235657041738965,5.378899582852941,NEUTRAL,2025-Q2,TP_HIT,40.0,False,False,True
2025-06-04 12:15:00-05:00,EMA21_PB_LONG,LONG,5992.5,5986.5,6000.5,0.7,22.800373978794656,54.56717510302541,7.092130715814927,7.9310796597362385,NEUTRAL,2025-Q2,TIMEOUT,-15.0,False,False,True
2025-06-04 12:30:00-05:00,EMA21_PB_LONG,LONG,5992.75,5986.75,6000.75,0.7,21.452702920329383,54.78954818653344,6.978407093256719,7.81100254118365,NEUTRAL,2025-Q2,TIMEOUT,-12.5,False,False,True
2025-06-05 07:45:00-05:00,EMA21_PB_LONG,LONG,5991.5,5985.5,5999.5,0.7,21.0154580775327,60.55854540238195,7.68077064551031,4.778455402205095,NEUTRAL,2025-Q2,SL_HIT,-30.0,False,False,True
2025-06-11 00:15:00-05:00,EMA21_PB_SHORT,SHORT,6027.0,6033.0,6019.0,0.7,21.217327298346145,43.44334356693748,4.486059016250463,4.441843650044275,NEUTRAL,2025-Q2,TIMEOUT,-1.25,False,False,False
2025-06-11 00:30:00-05:00,EMA21_PB_SHORT,SHORT,6026.0,6032.0,6018.0,0.7,21.430216776418888,41.58809391709642,4.362054800804001,4.499569103612541,NEUTRAL,2025-Q2,SL_HIT,-30.0,False,False,False
2025-06-11 03:45:00-05:00,EMA21_PB_LONG,LONG,6038.0,6032.0,6046.0,0.7,21.269891371691035,65.50887304636481,4.468080406712555,4.380855218546465,NEUTRAL,2025-Q2,SL_HIT,-30.0,False,False,True
2025-06-27 15:30:00-05:00,EMA21_PB_LONG,LONG,6218.75,6212.75,6226.75,0.7,33.91649126870738,52.78054023144899,8.79680005655595,8.9788891619749,NEUTRAL,2025-Q2,TP_HIT,40.0,False,False,True
2025-06-27 15:45:00-05:00,EMA21_PB_LONG,LONG,6220.75,6214.75,6228.75,0.7,31.96670095068864,54.212368573398,8.436314338230526,8.980397078976694,NEUTRAL,2025-Q2,TP_HIT,40.0,False,False,True
2025-06-30 14:45:00-05:00,EMA21_PB_LONG,LONG,6251.5,6245.5,6259.5,0.7,22.34416280516819,61.62192399446377,7.927577914099068,6.652621148452615,NEUTRAL,2025-Q2,SL_HIT,-30.0,False,False,True
2025-07-01 01:15:00-05:00,EMA21_PB_SHORT,SHORT,6242.25,6248.25,6234.25,0.7,20.590134817255898,35.94475887717819,3.1589991589089186,3.2049582503333762,NEUTRAL,2025-Q3,SL_HIT,-30.0,False,False,False
2025-07-01 01:30:00-05:00,EMA21_PB_SHORT,SHORT,6242.25,6248.25,6234.25,0.7,21.390291698430886,35.94475887717819,3.1119277904154243,3.1188898038809922,NEUTRAL,2025-Q3,SL_HIT,-30.0,False,False,False
2025-07-02 07:15:00-05:00,EMA21_PB_SHORT,SHORT,6246.5,6252.5,6238.5,0.7,25.76134546348777,33.643156249762725,4.786736554950654,3.513569609256787,NEUTRAL,2025-Q3,TP_HIT,40.0,False,False,False
2025-07-10 00:15:00-05:00,EMA21_PB_SHORT,SHORT,6292.75,6298.75,6284.75,0.7,27.14089819111466,43.14345861381952,2.9169425234477053,3.397199639451157,NEUTRAL,2025-Q3,TIMEOUT,11.25,False,False,False
2025-07-10 00:30:00-05:00,EMA21_PB_SHORT,SHORT,6291.75,6297.75,6283.75,0.7,27.565196658084695,41.09337628057748,2.922875200344298,3.279542522347503,NEUTRAL,2025-Q3,TIMEOUT,11.25,False,False,False
2025-07-10 01:00:00-05:00,EMA21_PB_SHORT,SHORT,6290.75,6296.75,6282.75,0.7,28.06930941760678,40.15479818093619,2.9896219839703386,3.084146358554735,NEUTRAL,2025-Q3,TIMEOUT,-15.0,False,False,False
2025-07-10 01:15:00-05:00,EMA21_PB_SHORT,SHORT,6289.5,6295.5,6281.5,0.7,28.960917200634483,37.843267290890466,2.972506127972457,3.0067073329436824,NEUTRAL,2025-Q3,SL_HIT,-30.0,False,False,False
2025-07-10 01:45:00-05:00,EMA21_PB_SHORT,SHORT,6290.5,6296.5,6282.5,0.7,29.722825171225796,40.95670146749461,2.9074159980987004,2.922875200344298,NEUTRAL,2025-Q3,SL_HIT,-30.0,False,False,False
2025-07-10 02:00:00-05:00,EMA21_PB_SHORT,SHORT,6289.5,6295.5,6281.5,0.7,29.931397863876665,38.8772282624972,2.8961719982345078,2.8926698288911337,NEUTRAL,2025-Q3,SL_HIT,-30.0,False,False,False
2025-07-10 03:30:00-05:00,EMA21_PB_LONG,LONG,6301.0,6295.0,6309.0,0.7,25.427779364502765,65.33990039938554,3.3149441833635316,3.1178739983606145,NEUTRAL,2025-Q3,SL_HIT,-30.0,False,False,True
2025-07-10 04:45:00-05:00,EMA21_PB_LONG,LONG,6298.0,6292.0,6306.0,0.7,22.147091258584922,55.37702039801199,3.3855119345242977,3.3149441833635316,NEUTRAL,2025-Q3,TP_HIT,40.0,False,False,True
2025-07-10 05:00:00-05:00,EMA21_PB_LONG,LONG,6299.25,6293.25,6307.25,0.7,21.80873480922124,57.83394903261992,3.4472610820582763,3.256733884551851,NEUTRAL,2025-Q3,TP_HIT,40.0,False,False,True
2025-07-10 05:30:00-05:00,EMA21_PB_LONG,LONG,6301.0,6295.0,6309.0,0.7,21.744472971450826,60.69443189573145,3.319322055448208,3.299173604537055,NEUTRAL,2025-Q3,TP_HIT,40.0,False,False,True
2025-07-14 07:00:00-05:00,EMA21_PB_LONG,LONG,6283.25,6277.25,6291.25,0.7,21.813219286532604,58.038728789864365,4.307943503463162,3.9343588670041476,NEUTRAL,2025-Q3,TP_HIT,40.0,False,False,True
2025-07-16 12:00:00-05:00,EMA21_PB_LONG,LONG,6297.25,6291.25,6305.25,0.7,25.670991606328315,59.42086570796159,12.484738803326069,12.9354058981991,BULLISH,2025-Q3,SL_HIT,-30.0,False,False,True
2025-07-18 07:30:00-05:00,EMA21_PB_LONG,LONG,6346.25,6340.25,6354.25,0.7,21.62956742296329,50.05255427111342,2.974623049530576,2.845893720029012,NEUTRAL,2025-Q3,SL_HIT,-30.0,False,False,True
2025-07-18 07:45:00-05:00,EMA21_PB_LONG,LONG,6348.0,6342.0,6356.0,0.7,20.64510831831325,55.25994637386359,3.0121499745641063,2.7676155971697973,NEUTRAL,2025-Q3,SL_HIT,-30.0,False,False,True
2025-07-18 08:00:00-05:00,EMA21_PB_LONG,LONG,6352.0,6346.0,6360.0,0.7,21.090547617444795,64.39690026589163,3.1898535478095273,2.837785911657669,NEUTRAL,2025-Q3,SL_HIT,-30.0,False,False,True
2025-07-30 08:45:00-05:00,EMA21_PB_SHORT,SHORT,6409.75,6415.75,6401.75,0.7,20.04992996070997,44.47264587996113,4.549663866923688,3.899304375693496,NEUTRAL,2025-Q3,SL_HIT,-30.0,False,False,False
2025-07-30 09:00:00-05:00,EMA21_PB_SHORT,SHORT,6409.25,6415.25,6401.25,0.7,20.788122316477903,43.39609897154762,4.5461164478577105,3.8350683488582464,NEUTRAL,2025-Q3,SL_HIT,-30.0,False,False,False
2025-08-06 08:15:00-05:00,EMA21_PB_SHORT,SHORT,6335.0,6341.0,6327.0,0.7,20.278764793778592,43.02022202547024,5.839380030244457,5.500796474445235,NEUTRAL,2025-Q3,SL_HIT,-30.0,False,False,False
2025-08-11 09:45:00-05:00,EMA21_PB_SHORT,SHORT,6409.25,6415.25,6401.25,0.7,20.59328728953757,30.89104493606638,4.976915272963244,4.101877034488082,NEUTRAL,2025-Q3,SL_HIT,-30.0,False,False,False
2025-08-11 12:30:00-05:00,EMA21_PB_SHORT,SHORT,6409.0,6415.0,6401.0,0.7,20.239048229182508,39.35524954452185,6.196183932282474,5.573981807348614,NEUTRAL,2025-Q3,TP_HIT,40.0,False,False,False
2025-08-12 00:15:00-05:00,EMA21_PB_SHORT,SHORT,6400.5,6406.5,6392.5,0.7,20.205959205647122,42.068743798488725,4.038193571730704,3.2066061561152353,NEUTRAL,2025-Q3,TP_HIT,40.0,False,False,False
2025-08-12 00:30:00-05:00,EMA21_PB_SHORT,SHORT,6394.75,6400.75,6386.75,0.7,22.420321901464106,33.663495716664826,4.356894030892797,3.048991430678433,NEUTRAL,2025-Q3,SL_HIT,-30.0,False,False,False
2025-08-12 05:15:00-05:00,EMA21_PB_SHORT,SHORT,6398.5,6404.5,6390.5,0.7,20.419240146643602,40.059311236444245,4.003042351471629,4.352295894718936,NEUTRAL,2025-Q3,TIMEOUT,2.5,False,False,False
2025-08-12 05:45:00-05:00,EMA21_PB_SHORT,SHORT,6398.75,6404.75,6390.75,0.7,21.601223933996337,41.21131529503051,3.7781334561158437,4.095857174528062,NEUTRAL,2025-Q3,SL_HIT,-30.0,False,False,False
2025-08-13 13:45:00-05:00,EMA21_PB_LONG,LONG,6480.25,6474.25,6488.25,0.7,20.872147294144128,52.533497673703835,6.898065826720624,6.830634714875295,NEUTRAL,2025-Q3,TP_HIT,40.0,False,False,True
2025-08-15 06:15:00-05:00,EMA21_PB_LONG,LONG,6501.25,6495.25,6509.25,0.7,26.729485870912566,54.55303315580568,3.367656673557745,3.4761780663775514,NEUTRAL,2025-Q3,SL_HIT,-30.0,False,False,True
2025-08-18 11:30:00-05:00,EMA21_PB_SHORT,SHORT,6462.0,6468.0,6454.0,0.7,21.287832467344217,44.37163453394254,6.0881224426980305,5.8970849561441385,NEUTRAL,2025-Q3,SL_HIT,-30.0,False,False,False
2025-08-18 17:00:00-05:00,EMA21_PB_LONG,LONG,6475.0,6469.0,6483.0,0.7,22.94052451859217,63.58125135469894,5.275242477953452,5.634918408003483,NEUTRAL,2025-Q3,TIMEOUT,-21.25,False,False,True
2025-08-18 17:45:00-05:00,EMA21_PB_LONG,LONG,6474.5,6468.5,6482.5,0.7,27.27762682519901,61.18150116465321,4.834714914017396,5.07513328804069,NEUTRAL,2025-Q3,SL_HIT,-30.0,False,False,True
2025-08-18 18:15:00-05:00,EMA21_PB_LONG,LONG,6473.0,6467.0,6481.0,0.7,29.595486787294625,57.75098808686301,4.456973573821123,5.275242477953452,NEUTRAL,2025-Q3,SL_HIT,-30.0,False,False,True
2025-08-18 18:45:00-05:00,EMA21_PB_LONG,LONG,6471.5,6465.5,6479.5,0.7,29.418307945651033,54.396034401037035,4.168257826406989,4.975846830480273,NEUTRAL,2025-Q3,SL_HIT,-30.0,False,False,True
2025-08-18 20:45:00-05:00,EMA21_PB_SHORT,SHORT,6464.0,6470.0,6456.0,0.7,20.77390406020018,41.91425945464247,3.8098035511511936,4.17890395211959,NEUTRAL,2025-Q3,TIMEOUT,-10.0,False,False,False
2025-08-18 21:15:00-05:00,EMA21_PB_SHORT,SHORT,6463.25,6469.25,6455.25,0.7,20.384657849354063,41.38914418913358,3.7339632660436313,4.0675243260623,NEUTRAL,2025-Q3,TIMEOUT,16.25,False,False,False
2025-08-18 21:45:00-05:00,EMA21_PB_SHORT,SHORT,6460.75,6466.75,6452.75,0.7,21.194703370307757,37.16681989634455,3.566529550823335,3.8528653627782083,NEUTRAL,2025-Q3,TIMEOUT,20.0,False,False,False
2025-08-21 20:45:00-05:00,EMA21_PB_SHORT,SHORT,6390.0,6396.0,6382.0,0.7,20.18603769179436,47.00198545977296,5.394689418596685,6.204277866448716,NEUTRAL,2025-Q3,TIMEOUT,15.0,False,False,False
2025-08-21 22:00:00-05:00,EMA21_PB_SHORT,SHORT,6386.0,6392.0,6378.0,0.7,20.36608100169299,41.62765370354338,4.908338821434185,5.394689418596685,NEUTRAL,2025-Q3,TIMEOUT,-16.25,False,False,False
2025-08-21 23:45:00-05:00,EMA21_PB_SHORT,SHORT,6389.0,6395.0,6381.0,0.7,20.007771674149737,47.60601353909404,3.7960662514218573,4.543414596032537,NEUTRAL,2025-Q3,TP_HIT,40.0,False,False,False
2025-08-25 10:15:00-05:00,EMA21_PB_LONG,LONG,6479.0,6473.0,6487.0,0.7,26.447094165672627,65.24959909560906,4.739823004112252,4.337919291135754,NEUTRAL,2025-Q3,TIMEOUT,3.75,False,False,True
